ir,red,heart_rate,gsr,spo2,temp,cortisol
49664.0,42683.0,80.0,747.0,97.0,33.0,5.0
46421.0,53108.0,70.0,337.0,94.0,34.0,25.0
53410.0,42720.0,71.0,438.0,94.0,31.0,25.0
57436.0,42750.0,70.0,680.0,101.0,32.0,5.0
47100.0,43452.0,84.0,216.0,97.0,32.0,25.0
51197.0,51798.0,72.0,106.0,98.0,33.0,25.0
52498.0,44916.0,57.0,545.0,95.0,34.0,8.43
52360.0,41260.0,75.0,599.0,98.0,33.0,6.86
50380.0,44972.0,60.0,356.0,100.0,34.0,25.0
53713.0,47840.0,97.0,384.0,96.0,33.0,25.0
52411.0,42095.0,65.0,348.0,98.0,33.0,25.0
43812.0,42242.0,73.0,327.0,94.0,33.0,25.0
54346.0,58556.0,78.0,639.0,101.0,33.0,5.0
54436.0,43697.0,72.0,264.0,98.0,32.0,25.0
46184.0,46385.0,72.0,447.0,96.0,33.0,23.76
50190.0,46164.0,79.0,319.0,96.0,32.0,25.0
53417.0,45893.0,90.0,209.0,96.0,32.0,25.0
48953.0,51107.0,83.0,674.0,96.0,32.0,5.0
55365.0,52741.0,90.0,396.0,92.0,33.0,25.0
61819.0,46470.0,65.0,538.0,97.0,32.0,17.89
46070.0,41818.0,78.0,198.0,97.0,33.0,25.0
43095.0,54372.0,77.0,352.0,98.0,32.0,25.0
51519.0,47523.0,79.0,651.0,96.0,32.0,6.33
53608.0,56652.0,89.0,1017.0,95.0,32.0,5.0
48846.0,36772.0,73.0,105.0,97.0,33.0,25.0
57266.0,48977.0,71.0,460.0,94.0,32.0,25.0
43307.0,57593.0,80.0,582.0,97.0,33.0,12.58
53465.0,46234.0,57.0,377.0,93.0,32.0,25.0
46971.0,46873.0,73.0,670.0,99.0,33.0,5.0
58597.0,49478.0,74.0,327.0,98.0,32.0,25.0
59963.0,45206.0,66.0,531.0,95.0,34.0,17.86
46167.0,46440.0,86.0,396.0,98.0,33.0,25.0
47252.0,46311.0,64.0,744.0,97.0,32.0,5.0
54298.0,44863.0,74.0,365.0,95.0,32.0,25.0
48064.0,54144.0,78.0,430.0,93.0,34.0,25.0
49773.0,50305.0,89.0,689.0,98.0,32.0,5.0
50127.0,49253.0,75.0,294.0,95.0,32.0,25.0
40402.0,52043.0,84.0,514.0,99.0,33.0,23.34
49931.0,46678.0,82.0,135.0,97.0,32.0,25.0
46551.0,44129.0,76.0,282.0,96.0,32.0,25.0
47534.0,44987.0,64.0,576.0,101.0,33.0,11.05
57218.0,48009.0,61.0,302.0,98.0,32.0,25.0
43717.0,42704.0,76.0,391.0,90.0,33.0,25.0
54066.0,45499.0,70.0,599.0,96.0,32.0,8.06
48605.0,45419.0,84.0,384.0,94.0,33.0,25.0
48601.0,58623.0,82.0,665.0,95.0,31.0,5.0
53952.0,34131.0,73.0,543.0,97.0,31.0,8.62
51700.0,47102.0,63.0,587.0,98.0,32.0,11.51
52853.0,56628.0,80.0,748.0,98.0,32.0,5.0
54841.0,48609.0,65.0,564.0,99.0,33.0,14.54
48343.0,51767.0,67.0,808.0,98.0,32.0,5.0
46939.0,48499.0,65.0,682.0,98.0,33.0,5.0
44574.0,44663.0,74.0,395.0,97.0,32.0,25.0
45873.0,36790.0,87.0,759.0,100.0,33.0,5.0
64745.0,49027.0,75.0,553.0,96.0,32.0,22.95
56223.0,44122.0,71.0,421.0,96.0,32.0,25.0
43245.0,43998.0,60.0,556.0,93.0,32.0,5.0
43388.0,45505.0,81.0,722.0,99.0,33.0,5.0
52409.0,56724.0,67.0,591.0,97.0,33.0,11.93
52736.0,60024.0,76.0,864.0,103.0,33.0,5.0
52744.0,49086.0,71.0,717.0,96.0,33.0,5.0
48725.0,45676.0,83.0,605.0,97.0,34.0,9.21
49373.0,42114.0,73.0,295.0,98.0,33.0,25.0
51639.0,50343.0,74.0,464.0,95.0,33.0,25.0
50429.0,56915.0,80.0,514.0,98.0,32.0,25.0
38903.0,46763.0,96.0,639.0,97.0,32.0,5.0
48851.0,36105.0,84.0,627.0,96.0,33.0,5.0
45743.0,51350.0,74.0,534.0,99.0,32.0,19.06
50876.0,52927.0,75.0,524.0,95.0,33.0,19.77
64926.0,40071.0,70.0,644.0,98.0,33.0,5.0
51837.0,48882.0,66.0,328.0,100.0,32.0,25.0
48432.0,50256.0,69.0,839.0,96.0,33.0,5.0
54609.0,47634.0,67.0,91.0,96.0,32.0,25.0
52413.0,44046.0,82.0,791.0,102.0,33.0,5.0
52100.0,53080.0,64.0,491.0,98.0,33.0,25.0
53034.0,45983.0,88.0,701.0,96.0,32.0,5.0
60283.0,40574.0,83.0,573.0,99.0,33.0,17.11
44346.0,37753.0,75.0,569.0,96.0,33.0,6.03
52368.0,54304.0,75.0,611.0,94.0,33.0,6.38
45368.0,51083.0,69.0,662.0,100.0,32.0,5.0
52778.0,48440.0,78.0,434.0,95.0,33.0,25.0
45407.0,45799.0,86.0,707.0,102.0,32.0,5.0
47913.0,45355.0,68.0,283.0,96.0,33.0,25.0
48525.0,42621.0,60.0,499.0,101.0,31.0,21.7
54879.0,45843.0,82.0,667.0,94.0,32.0,5.0
54592.0,37400.0,78.0,699.0,99.0,32.0,5.0
43771.0,44320.0,64.0,592.0,98.0,33.0,5.0
50275.0,46445.0,68.0,421.0,99.0,33.0,25.0
46452.0,51049.0,66.0,679.0,99.0,33.0,5.0
43707.0,47800.0,68.0,366.0,96.0,34.0,23.88
48915.0,51975.0,72.0,850.0,94.0,32.0,5.0
48458.0,54746.0,72.0,483.0,97.0,32.0,25.0
62134.0,53291.0,68.0,192.0,97.0,32.0,25.0
52165.0,50353.0,67.0,261.0,96.0,33.0,25.0
43112.0,48059.0,73.0,509.0,98.0,32.0,22.93
47176.0,43096.0,77.0,528.0,98.0,32.0,19.9
55107.0,51700.0,72.0,894.0,95.0,33.0,5.0
60442.0,56399.0,87.0,292.0,98.0,32.0,25.0
42070.0,49711.0,80.0,508.0,96.0,32.0,17.64
40600.0,57586.0,59.0,288.0,96.0,32.0,25.0
59355.0,40372.0,80.0,401.0,99.0,32.0,25.0
51948.0,42229.0,81.0,837.0,95.0,33.0,5.0
45659.0,52276.0,71.0,273.0,96.0,32.0,25.0
52673.0,49321.0,60.0,617.0,97.0,32.0,5.0
36821.0,54569.0,75.0,579.0,100.0,33.0,9.74
50017.0,47923.0,75.0,495.0,97.0,33.0,19.97
51639.0,43660.0,64.0,604.0,98.0,33.0,5.0
54621.0,46932.0,60.0,268.0,96.0,33.0,25.0
44931.0,40337.0,74.0,831.0,97.0,33.0,5.0
50428.0,42357.0,73.0,885.0,97.0,33.0,5.0
45373.0,52862.0,71.0,509.0,98.0,32.0,21.56
51277.0,52364.0,74.0,985.0,96.0,32.0,5.0
45523.0,49815.0,64.0,420.0,100.0,32.0,25.0
47959.0,39395.0,71.0,580.0,96.0,33.0,5.0
45021.0,46208.0,80.0,786.0,94.0,33.0,5.0
53256.0,41875.0,72.0,408.0,102.0,33.0,25.0
54292.0,53883.0,58.0,224.0,96.0,31.0,25.0
48827.0,45081.0,70.0,178.0,100.0,32.0,25.0
50191.0,42571.0,64.0,912.0,100.0,32.0,5.0
42757.0,48149.0,78.0,394.0,99.0,33.0,25.0
48502.0,44799.0,78.0,463.0,97.0,33.0,25.0
49749.0,55419.0,58.0,277.0,98.0,33.0,25.0
63104.0,44326.0,83.0,690.0,94.0,32.0,5.0
44440.0,41004.0,64.0,344.0,101.0,33.0,25.0
57321.0,37235.0,91.0,402.0,95.0,32.0,25.0
54984.0,47846.0,75.0,560.0,96.0,32.0,10.04
51403.0,45190.0,63.0,287.0,97.0,32.0,25.0
58793.0,40855.0,64.0,464.0,97.0,34.0,22.07
51861.0,53946.0,78.0,780.0,96.0,33.0,5.0
51946.0,51336.0,71.0,586.0,100.0,33.0,10.28
49734.0,47859.0,74.0,526.0,99.0,32.0,16.78
56118.0,54822.0,91.0,543.0,98.0,33.0,25.0
55482.0,51313.0,68.0,422.0,96.0,33.0,25.0
46872.0,43886.0,76.0,899.0,99.0,33.0,5.0
43404.0,42804.0,89.0,338.0,96.0,33.0,25.0
48985.0,52090.0,78.0,542.0,100.0,32.0,20.2
46000.0,49982.0,59.0,523.0,97.0,33.0,13.71
49682.0,48849.0,80.0,702.0,99.0,32.0,5.0
56187.0,43768.0,63.0,721.0,97.0,32.0,5.0
47713.0,51040.0,89.0,494.0,97.0,33.0,25.0
49786.0,44223.0,67.0,558.0,99.0,33.0,7.73
50290.0,47490.0,105.0,566.0,101.0,32.0,24.81
54242.0,55235.0,90.0,46.0,100.0,32.0,25.0
38766.0,44696.0,67.0,182.0,99.0,32.0,25.0
46966.0,40135.0,75.0,379.0,98.0,33.0,25.0
51056.0,42737.0,83.0,388.0,96.0,33.0,25.0
56000.0,52971.0,83.0,260.0,98.0,33.0,25.0
47540.0,49274.0,79.0,650.0,95.0,33.0,5.0
40617.0,47356.0,88.0,500.0,98.0,33.0,24.54
53099.0,45455.0,74.0,457.0,98.0,32.0,25.0
46823.0,50427.0,71.0,249.0,93.0,32.0,25.0
44052.0,43754.0,72.0,491.0,97.0,33.0,19.36
46878.0,49528.0,84.0,-25.0,98.0,33.0,25.0
49077.0,44344.0,79.0,467.0,97.0,32.0,21.67
46976.0,43512.0,78.0,513.0,98.0,32.0,13.51
38972.0,44813.0,83.0,548.0,94.0,33.0,12.23
54485.0,46123.0,54.0,187.0,95.0,33.0,25.0
56374.0,47756.0,78.0,545.0,99.0,33.0,17.96
53258.0,49177.0,77.0,292.0,97.0,32.0,25.0
44312.0,29558.0,92.0,338.0,98.0,33.0,25.0
48993.0,43962.0,60.0,644.0,96.0,32.0,5.0
49967.0,46042.0,91.0,903.0,97.0,32.0,5.0
52994.0,55525.0,76.0,510.0,92.0,33.0,25.0
53342.0,42600.0,80.0,337.0,99.0,33.0,25.0
46329.0,48814.0,92.0,538.0,101.0,32.0,19.38
50410.0,55475.0,81.0,688.0,95.0,32.0,5.0
52286.0,41435.0,79.0,624.0,95.0,33.0,5.0
57279.0,49970.0,77.0,1049.0,98.0,32.0,5.0
53523.0,43989.0,70.0,357.0,100.0,32.0,25.0
53945.0,45477.0,75.0,550.0,97.0,33.0,11.76
50419.0,43984.0,68.0,810.0,95.0,32.0,5.0
57052.0,44341.0,75.0,797.0,97.0,32.0,5.0
52049.0,61610.0,52.0,110.0,95.0,33.0,25.0
45695.0,52222.0,79.0,499.0,96.0,32.0,24.36
57017.0,53509.0,74.0,797.0,96.0,32.0,5.0
53490.0,50460.0,72.0,1078.0,95.0,32.0,5.0
47785.0,39969.0,77.0,641.0,95.0,33.0,5.0
47603.0,49975.0,61.0,426.0,97.0,33.0,25.0
51483.0,53365.0,94.0,298.0,97.0,33.0,25.0
52316.0,43733.0,74.0,944.0,94.0,33.0,5.0
50986.0,52827.0,74.0,646.0,98.0,33.0,5.0
51557.0,51522.0,65.0,330.0,96.0,33.0,25.0
58500.0,57260.0,75.0,459.0,98.0,32.0,25.0
55358.0,45911.0,89.0,562.0,99.0,33.0,21.89
50953.0,42512.0,85.0,609.0,96.0,32.0,5.0
54707.0,46192.0,84.0,320.0,98.0,31.0,25.0
44837.0,55178.0,80.0,377.0,95.0,33.0,25.0
51990.0,38858.0,71.0,169.0,100.0,33.0,25.0
59047.0,37658.0,60.0,708.0,95.0,32.0,5.0
48910.0,48447.0,73.0,432.0,98.0,33.0,25.0
45762.0,45787.0,73.0,593.0,97.0,32.0,9.7
46740.0,48039.0,85.0,784.0,95.0,32.0,5.0
44552.0,52727.0,78.0,544.0,99.0,32.0,23.49
46076.0,45237.0,91.0,477.0,96.0,33.0,24.85
48147.0,38635.0,87.0,539.0,94.0,32.0,14.53
42972.0,58222.0,70.0,513.0,91.0,32.0,16.27
50078.0,43014.0,57.0,749.0,95.0,33.0,5.0
54511.0,42705.0,89.0,562.0,100.0,32.0,25.0
45461.0,53519.0,89.0,391.0,100.0,32.0,25.0
57596.0,46078.0,61.0,710.0,96.0,31.0,5.0
52554.0,47683.0,90.0,746.0,96.0,33.0,5.0
55153.0,50414.0,79.0,232.0,96.0,32.0,25.0
46711.0,53418.0,77.0,807.0,94.0,32.0,5.0
54273.0,46333.0,91.0,573.0,95.0,32.0,17.94
44540.0,55600.0,88.0,557.0,99.0,32.0,20.4
54451.0,37321.0,82.0,701.0,98.0,32.0,5.0
50859.0,51799.0,80.0,387.0,98.0,33.0,25.0
52766.0,43802.0,81.0,691.0,94.0,31.0,5.0
44122.0,54861.0,71.0,425.0,97.0,32.0,25.0
45525.0,48710.0,74.0,205.0,92.0,33.0,25.0
52986.0,44635.0,66.0,300.0,99.0,32.0,25.0
45258.0,51314.0,72.0,613.0,98.0,33.0,5.0
52316.0,52466.0,71.0,311.0,94.0,32.0,25.0
43164.0,51209.0,69.0,822.0,100.0,33.0,5.0
54241.0,42852.0,76.0,738.0,93.0,32.0,5.0
43837.0,45580.0,72.0,767.0,98.0,31.0,5.0
52761.0,47980.0,80.0,525.0,98.0,32.0,19.56
53128.0,47794.0,59.0,552.0,95.0,33.0,7.46
46516.0,51749.0,74.0,261.0,97.0,32.0,25.0
52910.0,37925.0,76.0,699.0,94.0,33.0,5.0
51302.0,49672.0,72.0,576.0,91.0,33.0,11.66
47306.0,46550.0,73.0,613.0,95.0,32.0,5.0
44957.0,43807.0,59.0,838.0,96.0,32.0,5.0
40187.0,44288.0,79.0,379.0,98.0,32.0,25.0
51748.0,46927.0,81.0,475.0,97.0,33.0,25.0
42176.0,29995.0,80.0,565.0,97.0,33.0,5.33
50477.0,44494.0,85.0,313.0,95.0,33.0,25.0
48683.0,43621.0,77.0,462.0,96.0,33.0,22.76
53396.0,50664.0,80.0,599.0,95.0,32.0,10.29
48490.0,43972.0,77.0,435.0,95.0,32.0,25.0
48353.0,46924.0,82.0,762.0,96.0,33.0,5.0
53659.0,55711.0,59.0,198.0,97.0,32.0,25.0
51675.0,52972.0,66.0,725.0,96.0,32.0,5.0
51581.0,52511.0,91.0,632.0,96.0,32.0,8.91
52346.0,45501.0,50.0,386.0,98.0,31.0,25.0
42322.0,50715.0,74.0,315.0,96.0,33.0,25.0
53784.0,46831.0,87.0,84.0,94.0,32.0,25.0
53062.0,47020.0,74.0,341.0,98.0,32.0,25.0
44917.0,50048.0,71.0,709.0,98.0,33.0,5.0
48780.0,45015.0,76.0,489.0,98.0,32.0,23.66
49803.0,55465.0,71.0,733.0,98.0,33.0,5.0
49328.0,47199.0,75.0,376.0,98.0,33.0,25.0
51669.0,51092.0,68.0,641.0,97.0,33.0,5.0
57157.0,55278.0,86.0,357.0,102.0,32.0,25.0
55409.0,53158.0,89.0,307.0,94.0,32.0,25.0
43439.0,40955.0,74.0,479.0,96.0,32.0,21.74
53110.0,50224.0,61.0,367.0,99.0,32.0,25.0
56645.0,52254.0,70.0,191.0,97.0,32.0,25.0
51934.0,52459.0,73.0,464.0,99.0,32.0,25.0
55455.0,42434.0,80.0,521.0,97.0,32.0,18.54
60061.0,44715.0,65.0,754.0,100.0,32.0,5.0
55119.0,52973.0,67.0,687.0,95.0,32.0,5.0
51247.0,44191.0,80.0,744.0,100.0,32.0,5.0
55225.0,46502.0,84.0,644.0,99.0,32.0,10.19
50724.0,55879.0,69.0,567.0,95.0,33.0,15.71
50120.0,47761.0,62.0,254.0,98.0,33.0,25.0
48243.0,44366.0,108.0,530.0,97.0,33.0,23.52
57817.0,43612.0,83.0,619.0,96.0,32.0,11.22
45908.0,49664.0,72.0,791.0,93.0,32.0,5.0
57662.0,41334.0,84.0,637.0,95.0,33.0,5.0
52499.0,46763.0,74.0,748.0,98.0,32.0,5.0
43003.0,49666.0,84.0,294.0,99.0,33.0,25.0
51838.0,54496.0,77.0,435.0,97.0,32.0,25.0
39500.0,51338.0,76.0,586.0,99.0,33.0,8.89
53128.0,44430.0,74.0,732.0,99.0,32.0,5.0
54426.0,53892.0,61.0,471.0,97.0,34.0,23.37
47038.0,46502.0,94.0,484.0,96.0,33.0,24.64
50618.0,41821.0,66.0,637.0,98.0,32.0,5.0
59771.0,47140.0,61.0,275.0,98.0,32.0,25.0
47471.0,55191.0,73.0,821.0,98.0,33.0,5.0
44705.0,48826.0,65.0,324.0,99.0,32.0,25.0
57408.0,48063.0,74.0,116.0,94.0,32.0,25.0
59813.0,56186.0,82.0,502.0,96.0,32.0,25.0
50018.0,40843.0,85.0,840.0,93.0,32.0,5.0
55057.0,41572.0,83.0,617.0,98.0,32.0,10.73
56707.0,39921.0,72.0,650.0,97.0,33.0,5.0
46288.0,49863.0,75.0,508.0,98.0,33.0,24.68
47573.0,48832.0,79.0,470.0,94.0,33.0,25.0
56154.0,55714.0,57.0,191.0,100.0,33.0,25.0
58425.0,49217.0,81.0,48.0,95.0,32.0,25.0
52814.0,45979.0,60.0,539.0,99.0,33.0,13.0
45601.0,48009.0,95.0,763.0,97.0,33.0,5.0
59935.0,48589.0,71.0,569.0,97.0,32.0,14.2
47345.0,39641.0,73.0,625.0,96.0,33.0,5.0
48324.0,61552.0,67.0,817.0,96.0,32.0,5.0
51712.0,50599.0,69.0,566.0,100.0,33.0,14.77
57771.0,49050.0,98.0,475.0,97.0,33.0,25.0
54270.0,51076.0,84.0,336.0,94.0,33.0,25.0
52074.0,51547.0,60.0,904.0,96.0,32.0,5.0
52316.0,47297.0,90.0,605.0,97.0,33.0,6.86
50218.0,44844.0,87.0,311.0,99.0,32.0,25.0
52791.0,50997.0,72.0,266.0,96.0,32.0,25.0
37352.0,49929.0,78.0,751.0,96.0,32.0,5.0
48517.0,43951.0,75.0,293.0,97.0,32.0,25.0
51207.0,55095.0,95.0,871.0,99.0,32.0,5.0
44245.0,49467.0,67.0,-51.0,94.0,33.0,25.0
51932.0,51649.0,76.0,785.0,98.0,32.0,5.0
48978.0,54960.0,71.0,597.0,96.0,32.0,8.37
58777.0,48109.0,61.0,524.0,96.0,33.0,23.3
57865.0,49585.0,97.0,465.0,101.0,32.0,25.0
47671.0,52050.0,63.0,878.0,97.0,32.0,5.0
49246.0,44376.0,77.0,641.0,99.0,32.0,5.0
49630.0,48270.0,58.0,319.0,98.0,32.0,25.0
47742.0,48628.0,71.0,156.0,95.0,33.0,25.0
50975.0,43220.0,79.0,535.0,93.0,32.0,15.09
46209.0,59588.0,67.0,500.0,99.0,32.0,25.0
44347.0,40964.0,81.0,196.0,95.0,33.0,25.0
53114.0,41509.0,72.0,489.0,94.0,33.0,21.36
53148.0,54571.0,87.0,385.0,99.0,32.0,25.0
45978.0,51566.0,89.0,502.0,95.0,33.0,25.0
54477.0,42870.0,69.0,645.0,95.0,33.0,5.0
46842.0,51036.0,76.0,799.0,101.0,32.0,5.0
51266.0,55339.0,77.0,682.0,94.0,33.0,5.0
54102.0,47849.0,81.0,356.0,94.0,33.0,25.0
49832.0,60994.0,75.0,574.0,96.0,32.0,13.03
52274.0,39380.0,77.0,513.0,97.0,33.0,19.24
47418.0,51469.0,73.0,234.0,95.0,33.0,25.0
49018.0,53833.0,76.0,580.0,95.0,33.0,10.61
48971.0,52457.0,88.0,871.0,100.0,33.0,5.0
46267.0,46978.0,81.0,506.0,98.0,33.0,22.59
49116.0,46548.0,82.0,181.0,98.0,33.0,25.0
42257.0,50221.0,82.0,506.0,97.0,32.0,25.0
47544.0,52079.0,73.0,257.0,98.0,33.0,25.0
48576.0,51012.0,78.0,673.0,99.0,32.0,5.0
48719.0,53200.0,64.0,605.0,95.0,32.0,5.0
48793.0,42906.0,88.0,466.0,98.0,32.0,25.0
49691.0,46861.0,47.0,434.0,98.0,33.0,21.0
52397.0,43300.0,74.0,458.0,100.0,33.0,25.0
54373.0,46069.0,86.0,502.0,101.0,32.0,20.37
46751.0,53076.0,61.0,346.0,97.0,32.0,25.0
43984.0,48540.0,79.0,222.0,99.0,33.0,25.0
44790.0,61034.0,68.0,728.0,92.0,33.0,5.0
47564.0,48967.0,71.0,423.0,100.0,33.0,25.0
48240.0,48298.0,84.0,533.0,96.0,33.0,17.8
46150.0,48531.0,77.0,557.0,97.0,33.0,9.29
43519.0,44811.0,55.0,564.0,98.0,32.0,5.0
47719.0,47711.0,65.0,265.0,97.0,33.0,25.0
50907.0,53639.0,85.0,165.0,97.0,33.0,25.0
52975.0,48570.0,79.0,382.0,100.0,34.0,25.0
47213.0,44033.0,92.0,579.0,96.0,33.0,18.26
47935.0,43375.0,92.0,354.0,95.0,33.0,25.0
45367.0,45749.0,72.0,429.0,101.0,33.0,24.42
49843.0,48369.0,100.0,925.0,98.0,33.0,5.0
45758.0,53968.0,75.0,131.0,101.0,33.0,25.0
52866.0,41298.0,65.0,349.0,99.0,33.0,25.0
41071.0,46401.0,69.0,879.0,94.0,33.0,5.0
48202.0,48722.0,52.0,491.0,98.0,32.0,13.45
51506.0,38831.0,91.0,359.0,95.0,32.0,25.0
50919.0,43832.0,91.0,734.0,97.0,33.0,5.0
63465.0,44601.0,65.0,511.0,97.0,33.0,22.74
51749.0,44020.0,73.0,430.0,94.0,32.0,25.0
44980.0,48959.0,76.0,538.0,95.0,32.0,10.64
49523.0,47197.0,65.0,368.0,101.0,33.0,25.0
41119.0,45224.0,57.0,297.0,97.0,32.0,25.0
49597.0,50140.0,73.0,477.0,97.0,33.0,25.0
45835.0,56615.0,72.0,298.0,101.0,33.0,25.0
54577.0,56196.0,71.0,502.0,96.0,33.0,25.0
47252.0,38386.0,77.0,571.0,97.0,32.0,5.5
49416.0,50885.0,89.0,671.0,99.0,32.0,5.0
46822.0,47110.0,72.0,726.0,96.0,33.0,5.0
58694.0,48776.0,77.0,419.0,96.0,33.0,25.0
48394.0,46009.0,82.0,600.0,92.0,32.0,11.14
59163.0,48588.0,81.0,599.0,95.0,33.0,17.74
54071.0,48757.0,69.0,566.0,95.0,33.0,8.84
52410.0,45105.0,76.0,404.0,97.0,33.0,25.0
51844.0,43518.0,80.0,294.0,96.0,32.0,25.0
51969.0,45757.0,64.0,600.0,101.0,33.0,9.59
40362.0,49171.0,88.0,159.0,95.0,32.0,25.0
48606.0,50995.0,89.0,446.0,100.0,32.0,25.0
54226.0,52267.0,68.0,-11.0,97.0,33.0,25.0
49756.0,45529.0,77.0,233.0,99.0,32.0,25.0
42974.0,49419.0,81.0,325.0,98.0,32.0,25.0
49738.0,52813.0,70.0,719.0,93.0,32.0,5.0
58521.0,53828.0,80.0,638.0,97.0,32.0,9.4
56234.0,47706.0,77.0,389.0,96.0,33.0,25.0
49690.0,46895.0,60.0,646.0,95.0,33.0,5.0
54757.0,48956.0,80.0,678.0,98.0,33.0,5.0
48167.0,42251.0,64.0,468.0,100.0,33.0,21.18
41481.0,47032.0,84.0,223.0,92.0,33.0,25.0
45378.0,51723.0,68.0,458.0,96.0,32.0,24.13
57814.0,51210.0,73.0,480.0,95.0,32.0,25.0
48630.0,46649.0,89.0,254.0,97.0,34.0,25.0
48783.0,49089.0,80.0,573.0,96.0,32.0,11.74
48501.0,43877.0,64.0,556.0,96.0,33.0,10.9
59521.0,51517.0,65.0,589.0,98.0,33.0,13.36
58130.0,47611.0,69.0,556.0,100.0,31.0,13.46
61094.0,46620.0,79.0,646.0,102.0,33.0,8.02
49205.0,46191.0,79.0,464.0,96.0,33.0,25.0
51478.0,47686.0,67.0,540.0,93.0,32.0,16.53
42417.0,45761.0,63.0,420.0,98.0,33.0,24.25
57385.0,51291.0,78.0,383.0,100.0,32.0,25.0
44161.0,46024.0,73.0,768.0,99.0,32.0,5.0
51084.0,55965.0,97.0,91.0,100.0,33.0,25.0
44513.0,55326.0,75.0,675.0,97.0,33.0,5.0
47056.0,43542.0,93.0,376.0,96.0,33.0,25.0
45814.0,48349.0,63.0,350.0,97.0,33.0,25.0
46961.0,44747.0,59.0,552.0,96.0,32.0,6.41
47304.0,46367.0,64.0,202.0,98.0,33.0,25.0
47259.0,58012.0,87.0,337.0,99.0,33.0,25.0
54167.0,46462.0,93.0,330.0,99.0,32.0,25.0
44476.0,49801.0,67.0,456.0,98.0,32.0,24.94
51103.0,50707.0,70.0,339.0,97.0,32.0,25.0
56090.0,42997.0,63.0,820.0,99.0,32.0,5.0
47434.0,43725.0,57.0,859.0,93.0,33.0,5.0
46410.0,41970.0,82.0,96.0,97.0,32.0,25.0
48847.0,43570.0,77.0,609.0,97.0,33.0,5.0
55899.0,33750.0,75.0,672.0,97.0,33.0,5.0
50971.0,50723.0,61.0,609.0,97.0,33.0,5.0
47344.0,58271.0,91.0,368.0,98.0,32.0,25.0
52419.0,48739.0,70.0,451.0,96.0,32.0,25.0
44489.0,40919.0,80.0,350.0,99.0,33.0,25.0
53407.0,44786.0,60.0,416.0,98.0,32.0,25.0
52043.0,45706.0,73.0,258.0,97.0,34.0,25.0
48461.0,42912.0,78.0,477.0,96.0,33.0,22.25
45807.0,52301.0,78.0,199.0,99.0,33.0,25.0
45567.0,52051.0,77.0,460.0,97.0,32.0,25.0
52674.0,42223.0,80.0,250.0,95.0,32.0,25.0
56145.0,51625.0,64.0,541.0,97.0,33.0,15.47
46813.0,55634.0,77.0,364.0,98.0,32.0,25.0
52292.0,57513.0,76.0,558.0,98.0,32.0,19.3
39565.0,62326.0,77.0,716.0,98.0,33.0,5.0
47077.0,43490.0,76.0,818.0,97.0,33.0,5.0
49845.0,62121.0,62.0,-6.0,99.0,32.0,25.0
45452.0,46229.0,62.0,333.0,99.0,33.0,25.0
45317.0,45038.0,53.0,439.0,98.0,32.0,20.88
46661.0,49635.0,83.0,592.0,96.0,32.0,10.29
51461.0,45090.0,83.0,170.0,95.0,33.0,25.0
49063.0,49995.0,83.0,304.0,96.0,33.0,25.0
38809.0,41400.0,78.0,526.0,101.0,32.0,12.16
39396.0,46806.0,54.0,517.0,98.0,33.0,9.88
46966.0,54428.0,65.0,576.0,101.0,33.0,5.0
52288.0,47715.0,77.0,589.0,97.0,32.0,9.13
36262.0,48708.0,76.0,568.0,96.0,33.0,11.34
47501.0,50376.0,73.0,539.0,97.0,33.0,17.24
47369.0,53853.0,79.0,511.0,97.0,33.0,25.0
56942.0,39724.0,75.0,633.0,95.0,32.0,5.0
48075.0,50923.0,76.0,52.0,95.0,33.0,25.0
51915.0,46659.0,69.0,809.0,98.0,33.0,5.0
50706.0,48833.0,85.0,59.0,99.0,33.0,25.0
39347.0,53300.0,71.0,284.0,102.0,32.0,25.0
53841.0,42029.0,62.0,455.0,96.0,32.0,20.69
51077.0,42937.0,67.0,635.0,96.0,33.0,5.0
52541.0,38323.0,72.0,-99.0,95.0,33.0,25.0
69631.0,45254.0,85.0,494.0,99.0,33.0,25.0
39579.0,54652.0,75.0,658.0,99.0,32.0,5.0
58623.0,47397.0,73.0,699.0,95.0,32.0,5.0
48563.0,41299.0,63.0,361.0,95.0,33.0,25.0
51437.0,45572.0,83.0,440.0,99.0,32.0,25.0
49772.0,40561.0,68.0,377.0,98.0,33.0,25.0
47879.0,42374.0,74.0,421.0,99.0,33.0,25.0
47151.0,49944.0,90.0,294.0,95.0,33.0,25.0
51648.0,42131.0,80.0,322.0,93.0,32.0,25.0
42414.0,53563.0,59.0,587.0,95.0,33.0,9.33
53753.0,47644.0,57.0,526.0,98.0,32.0,13.12
47919.0,48428.0,74.0,598.0,101.0,32.0,6.97
44350.0,46608.0,63.0,543.0,96.0,32.0,8.31
47750.0,51864.0,81.0,641.0,102.0,32.0,7.63
56286.0,51916.0,75.0,676.0,99.0,33.0,5.0
47323.0,49675.0,77.0,152.0,94.0,32.0,25.0
51792.0,50824.0,68.0,329.0,97.0,32.0,25.0
46345.0,46940.0,92.0,454.0,99.0,33.0,25.0
53790.0,50711.0,103.0,495.0,92.0,33.0,23.33
53428.0,46311.0,72.0,366.0,98.0,32.0,25.0
59243.0,48011.0,79.0,682.0,99.0,32.0,5.0
49122.0,46627.0,76.0,896.0,98.0,33.0,5.0
